Day,Day.Of.Week,Date,Page.Loads,Unique.Visits,weather
Wednesday,4,6/12/2019,"4,410","3,064",rain
Thursday,5,6/13/2019,"4,076","2,844",rain
Friday,6,6/14/2019,"3,287","2,265",rain
Saturday,7,6/15/2019,"2,176","1,467",rain
Sunday,1,6/16/2019,"2,516","1,747",rain
Monday,2,6/17/2019,"4,142","2,925",rain
Tuesday,3,6/18/2019,"4,225","3,013",rain
Wednesday,4,6/19/2019,"4,162","2,882",sun
Thursday,5,6/20/2019,"3,716","2,615",rain
Friday,6,6/21/2019,"3,333","2,275",fog
Saturday,7,6/22/2019,"1,918","1,360",rain
Sunday,1,6/23/2019,"2,344","1,621",rain
Monday,2,6/24/2019,"3,691","2,591",rain
Tuesday,3,6/25/2019,"4,035","2,770",rain
Wednesday,4,6/26/2019,"3,939","2,675",rain
Thursday,5,6/27/2019,"3,738","2,671",rain
Friday,6,6/28/2019,"2,846","2,021",rain
Saturday,7,6/29/2019,"1,733","1,199",rain
Sunday,1,6/30/2019,"2,184","1,494",rain
Monday,2,7/1/2019,"3,512","2,485",rain
Tuesday,3,7/2/2019,"3,675","2,636",rain
Wednesday,4,7/3/2019,"3,831","2,579",rain
Thursday,5,7/4/2019,"2,801","1,971",rain
Friday,6,7/5/2019,"2,552","1,790",fog
Saturday,7,7/6/2019,"1,950","1,291",sun
Sunday,1,7/7/2019,"2,110","1,477",fog
Monday,2,7/8/2019,"4,303","2,903",rain
Tuesday,3,7/9/2019,"3,883","2,799",rain
Wednesday,4,7/10/2019,"4,244","2,907",sun
Thursday,5,7/11/2019,"3,765","2,669",sun
Friday,6,7/12/2019,"3,286","2,276",sun
Saturday,7,7/13/2019,"1,851","1,305",sun
Sunday,1,7/14/2019,"2,580","1,754",fog
Monday,2,7/15/2019,"4,140","2,911",rain
Tuesday,3,7/16/2019,"4,076","2,785",rain
Wednesday,4,7/17/2019,"4,141","2,900",rain
Thursday,5,7/18/2019,"3,898","2,774",rain
Friday,6,7/19/2019,"3,027","2,078",rain
Saturday,7,7/20/2019,"1,831","1,271",rain
Sunday,1,7/21/2019,"2,282","1,617",rain
Monday,2,7/22/2019,"4,138","2,890",rain
Tuesday,3,7/23/2019,"4,049","2,868",rain
Wednesday,4,7/24/2019,"4,272","2,963",rain
Thursday,5,7/25/2019,"4,089","2,755",rain
Friday,6,7/26/2019,"3,277","2,264",rain
Saturday,7,7/27/2019,"1,954","1,308",rain
Sunday,1,7/28/2019,"2,111","1,509",rain
Monday,2,7/29/2019,"3,625","2,539",sun
Tuesday,3,7/30/2019,"4,415","2,906",rain
Wednesday,4,7/31/2019,"3,854","2,743",rain
Thursday,5,8/1/2019,"4,114","2,771",rain
Friday,6,8/2/2019,"3,492","2,280",rain
Saturday,7,8/3/2019,"1,849","1,312",fog
Sunday,1,8/4/2019,"2,239","1,630",rain
Monday,2,8/5/2019,"3,976","2,664",rain
Tuesday,3,8/6/2019,"4,061","2,833",rain
Wednesday,4,8/7/2019,"3,702","2,675",rain
Thursday,5,8/8/2019,"3,622","2,553",rain
Friday,6,8/9/2019,"3,039","2,033",rain
Saturday,7,8/10/2019,"1,848","1,265",sun
Sunday,1,8/11/2019,"2,082","1,502",rain
Monday,2,8/12/2019,"3,807","2,574",rain
Tuesday,3,8/13/2019,"3,993","2,667",fog
Wednesday,4,8/14/2019,"3,567","2,517",sun
Thursday,5,8/15/2019,"3,484","2,450",sun
Friday,6,8/16/2019,"2,994","2,022",sun
Saturday,7,8/17/2019,"1,793","1,276",sun
Sunday,1,8/18/2019,"2,422","1,721",sun
Monday,2,8/19/2019,"4,070","2,847",sun
Tuesday,3,8/20/2019,"3,987","2,800",sun
Wednesday,4,8/21/2019,"3,355","2,407",sun
Thursday,5,8/22/2019,"2,925","1,959",sun
Friday,6,8/23/2019,"3,010","2,143",rain
Saturday,7,8/24/2019,"1,896","1,380",fog
Sunday,1,8/25/2019,"2,501","1,791",rain
Monday,2,8/26/2019,"3,851","2,714",fog
Tuesday,3,8/27/2019,"4,403","3,075",sun
Wednesday,4,8/28/2019,"4,627","3,125",sun
Thursday,5,8/29/2019,"4,221","2,982",sun
Friday,6,8/30/2019,"3,025","2,102",sun
Saturday,7,8/31/2019,"1,998","1,386",sun
Sunday,1,9/1/2019,"2,297","1,645",sun
Monday,2,9/2/2019,"3,192","2,272",sun
Tuesday,3,9/3/2019,"4,087","2,921",fog
Wednesday,4,9/4/2019,"4,787","3,348",sun
Thursday,5,9/5/2019,"4,483","3,078",sun
Friday,6,9/6/2019,"3,571","2,483",sun
Saturday,7,9/7/2019,"2,263","1,566",fog
Sunday,1,9/8/2019,"2,948","2,118",sun
Monday,2,9/9/2019,"4,521","3,287",sun
Tuesday,3,9/10/2019,"4,563","3,251",sun
Wednesday,4,9/11/2019,"4,598","3,365",rain
Thursday,5,9/12/2019,"4,603","3,356",sun
Friday,6,9/13/2019,"3,349","2,508",rain
Saturday,7,9/14/2019,"2,437","1,716",sun
Sunday,1,9/15/2019,"3,188","2,367",sun
Monday,2,9/16/2019,"5,291","3,839",sun
Tuesday,3,9/17/2019,"5,477","3,815",sun
Wednesday,4,9/18/2019,"5,257","3,726",drizzle
Thursday,5,9/19/2019,"5,000","3,500",rain
Friday,6,9/20/2019,"3,890","2,822",sun
Saturday,7,9/21/2019,"2,654","1,994",drizzle
Sunday,1,9/22/2019,"3,656","2,640",drizzle
Monday,2,9/23/2019,"5,223","3,804",sun
Tuesday,3,9/24/2019,"5,276","3,826",sun
Wednesday,4,9/25/2019,"5,476","3,838",sun
Thursday,5,9/26/2019,"5,196","3,718",sun
Friday,6,9/27/2019,"4,052","2,863",rain
Saturday,7,9/28/2019,"2,635","1,945",rain
Sunday,1,9/29/2019,"4,076","2,895",rain
Monday,2,9/30/2019,"5,167","3,754",sun
Tuesday,3,10/1/2019,"4,972","3,634",rain
Wednesday,4,10/2/2019,"5,143","3,683",sun
Thursday,5,10/3/2019,"4,753","3,454",sun
Friday,6,10/4/2019,"3,795","2,854",sun
Saturday,7,10/5/2019,"2,920","2,118",rain
Sunday,1,10/6/2019,"3,950","2,850",rain
Monday,2,10/7/2019,"5,493","3,929",rain
Tuesday,3,10/8/2019,"5,652","4,186",sun
Wednesday,4,10/9/2019,"5,617","3,936",sun
Thursday,5,10/10/2019,"5,234","3,802",fog
Friday,6,10/11/2019,"4,118","3,147",sun
Saturday,7,10/12/2019,"2,863","2,111",sun
Sunday,1,10/13/2019,"4,032","3,013",rain
Monday,2,10/14/2019,"5,476","4,022",sun
Tuesday,3,10/15/2019,"5,542","4,117",sun
Wednesday,4,10/16/2019,"5,340","3,966",rain
Thursday,5,10/17/2019,"5,388","3,905",rain
Friday,6,10/18/2019,"4,309","3,097",sun
Saturday,7,10/19/2019,"3,117","2,223",sun
Sunday,1,10/20/2019,"4,234","3,081",rain
Monday,2,10/21/2019,"5,698","4,144",fog
Tuesday,3,10/22/2019,"5,721","4,132",sun
Wednesday,4,10/23/2019,"6,018","4,446",sun
Thursday,5,10/24/2019,"5,563","3,995",fog
Friday,6,10/25/2019,"4,159","2,961",rain
Saturday,7,10/26/2019,"2,732","2,057",sun
Sunday,1,10/27/2019,"3,901","2,854",sun
Monday,2,10/28/2019,"5,749","4,120",sun
Tuesday,3,10/29/2019,"5,821","4,140",sun
Wednesday,4,10/30/2019,"5,647","4,059",fog
Thursday,5,10/31/2019,"5,219","3,689",fog
Friday,6,11/1/2019,"4,054","3,010",fog
Saturday,7,11/2/2019,"2,815","2,170",sun
Sunday,1,11/3/2019,"4,253","3,063",sun
Monday,2,11/4/2019,"5,816","4,184",sun
Tuesday,3,11/5/2019,"5,843","4,176",drizzle
Wednesday,4,11/6/2019,"6,058","4,351",rain
Thursday,5,11/7/2019,"6,291","4,489",fog
Friday,6,11/8/2019,"4,604","3,357",rain
Saturday,7,11/9/2019,"3,354","2,337",rain
Sunday,1,11/10/2019,"4,190","3,075",sun
Monday,2,11/11/2019,"5,931","4,194",rain
Tuesday,3,11/12/2019,"6,443","4,589",rain
Wednesday,4,11/13/2019,"5,805","4,275",fog
Thursday,5,11/14/2019,"5,753","4,172",fog
Friday,6,11/15/2019,"4,709","3,452",sun
Saturday,7,11/16/2019,"3,418","2,506",rain
Sunday,1,11/17/2019,"4,821","3,387",rain
Monday,2,11/18/2019,"6,444","4,699",rain
Tuesday,3,11/19/2019,"6,607","4,772",fog
Wednesday,4,11/20/2019,"6,726","4,781",fog
Thursday,5,11/21/2019,"6,334","4,462",fog
Friday,6,11/22/2019,"4,575","3,214",fog
Saturday,7,11/23/2019,"3,414","2,474",fog
Sunday,1,11/24/2019,"4,535","3,242",rain
Monday,2,11/25/2019,"5,970","4,467",rain
Tuesday,3,11/26/2019,"5,630","4,115",fog
Wednesday,4,11/27/2019,"5,384","3,823",rain
Thursday,5,11/28/2019,"4,201","3,223",rain
Friday,6,11/29/2019,"3,799","2,947",rain
Saturday,7,11/30/2019,"3,301","2,443",rain
Sunday,1,12/1/2019,"4,420","3,308",rain
Monday,2,12/2/2019,"6,384","4,674",rain
Tuesday,3,12/3/2019,"6,964","4,975",rain
Wednesday,4,12/4/2019,"6,957","4,959",sun
Thursday,5,12/5/2019,"6,350","4,671",rain
Friday,6,12/6/2019,"5,324","3,796",fog
Saturday,7,12/7/2019,"3,795","2,760",rain
Sunday,1,12/8/2019,"5,013","3,636",rain
Monday,2,12/9/2019,"7,005","5,250",rain
Tuesday,3,12/10/2019,"6,606","4,791",rain
Wednesday,4,12/11/2019,"6,686","4,902",rain
Thursday,5,12/12/2019,"6,163","4,533",rain
Friday,6,12/13/2019,"4,581","3,272",rain
Saturday,7,12/14/2019,"2,930","2,240",rain
Sunday,1,12/15/2019,"3,585","2,672",rain
Monday,2,12/16/2019,"4,925","3,653",rain
Tuesday,3,12/17/2019,"4,743","3,441",rain
Wednesday,4,12/18/2019,"4,716","3,390",rain
Thursday,5,12/19/2019,"3,793","2,821",rain
Friday,6,12/20/2019,"2,688","1,906",fog
Saturday,7,12/21/2019,"1,682","1,177",sun
Sunday,1,12/22/2019,"1,880","1,411",fog
Monday,2,12/23/2019,"2,451","1,738",rain
Tuesday,3,12/24/2019,"1,644","1,197",rain
Wednesday,4,12/25/2019,"1,483","1,027",sun
Thursday,5,12/26/2019,"1,864","1,355",sun
Friday,6,12/27/2019,"1,927","1,319",sun
Saturday,7,12/28/2019,"1,679","1,219",sun
Sunday,1,12/29/2019,"1,962","1,299",fog
Monday,2,12/30/2019,"2,469","1,762",rain
Tuesday,3,12/31/2019,"1,750","1,192",rain
Wednesday,4,1/1/2020,"1,554","1,105",rain
Thursday,5,1/2/2020,"2,820","2,083",rain
Friday,6,1/3/2020,"2,970","2,180",rain
Saturday,7,1/4/2020,"2,111","1,526",rain
Sunday,1,1/5/2020,"2,393","1,788",rain
Monday,2,1/6/2020,"3,704","2,770",rain
Tuesday,3,1/7/2020,"3,760","2,915",rain
Wednesday,4,1/8/2020,"3,698","2,844",rain
Thursday,5,1/9/2020,"4,243","3,374",rain
Friday,6,1/10/2020,"3,177","2,415",rain
Saturday,7,1/11/2020,"2,361","1,834",rain
Sunday,1,1/12/2020,"2,762","2,238",rain
Monday,2,1/13/2020,"4,298","3,242",sun
Tuesday,3,1/14/2020,"3,838","2,884",rain
Wednesday,4,1/15/2020,"3,754","2,864",rain
Thursday,5,1/16/2020,"3,817","2,951",rain
Friday,6,1/17/2020,"3,175","2,419",rain
Saturday,7,1/18/2020,"2,336","1,927",fog
Sunday,1,1/19/2020,"2,597","2,031",rain
Monday,2,1/20/2020,"3,715","2,948",rain
Tuesday,3,1/21/2020,"4,459","3,501",rain
Wednesday,4,1/22/2020,"4,483","3,552",rain
Thursday,5,1/23/2020,"4,225","3,295",rain
Friday,6,1/24/2020,"3,111","2,484",rain
Saturday,7,1/25/2020,"2,353","1,784",sun
Sunday,1,1/26/2020,"3,198","2,520",rain
Monday,2,1/27/2020,"4,432","3,539",rain
Tuesday,3,1/28/2020,"4,664","3,654",fog
Wednesday,4,1/29/2020,"4,471","3,544",sun
Thursday,5,1/30/2020,"4,486","3,499",sun
Friday,6,1/31/2020,"3,527","2,704",rain
Saturday,7,2/1/2020,"2,514","1,995",rain
Sunday,1,2/2/2020,"2,993","2,409",rain
Monday,2,2/3/2020,"4,728","3,694",rain
Tuesday,3,2/4/2020,"4,883","3,982",rain
Wednesday,4,2/5/2020,"5,071","4,061",rain
Thursday,5,2/6/2020,"4,638","3,715",rain
Friday,6,2/7/2020,"3,757","2,942",rain
Saturday,7,2/8/2020,"2,761","2,193",rain
Sunday,1,2/9/2020,"3,423","2,849",rain
Monday,2,2/10/2020,"5,066","4,016",rain
Tuesday,3,2/11/2020,"4,928","4,045",rain
Wednesday,4,2/12/2020,"4,996","4,019",fog
Thursday,5,2/13/2020,"5,004","3,823",sun
Friday,6,2/14/2020,"3,675","2,949",fog
Saturday,7,2/15/2020,"2,556","2,024",rain
Sunday,1,2/16/2020,"3,732","2,808",rain
Monday,2,2/17/2020,"4,958","3,951",sun
Tuesday,3,2/18/2020,"4,869","3,806",sun
Wednesday,4,2/19/2020,"5,224","4,042",sun
Thursday,5,2/20/2020,"4,890","3,748",sun
Friday,6,2/21/2020,"3,678","2,914",fog
Saturday,7,2/22/2020,"2,456","2,025",rain
Sunday,1,2/23/2020,"3,444","2,708",rain
Monday,2,2/24/2020,"5,000","3,974",rain
Tuesday,3,2/25/2020,"5,496","4,210",rain
Wednesday,4,2/26/2020,"5,059","4,014",rain
Thursday,5,2/27/2020,"4,813","3,759",rain
Friday,6,2/28/2020,"3,810","3,052",rain
Saturday,7,2/29/2020,"2,682","2,169",rain
Sunday,1,3/1/2020,"3,332","2,754",rain
Monday,2,3/2/2020,"4,872","3,801",rain
Tuesday,3,3/3/2020,"5,097","3,956",rain
Wednesday,4,3/4/2020,"4,714","3,591",rain
Thursday,5,3/5/2020,"5,048","3,994",fog
Friday,6,3/6/2020,"3,698","2,843",sun
Saturday,7,3/7/2020,"2,670","2,095",fog
Sunday,1,3/8/2020,"3,416","2,743",rain
Monday,2,3/9/2020,"4,731","3,830",rain
Tuesday,3,3/10/2020,"4,820","3,718",sun
Wednesday,4,3/11/2020,"4,813","3,711",sun
Thursday,5,3/12/2020,"4,393","3,508",sun
Friday,6,3/13/2020,"3,316","2,613",sun
Saturday,7,3/14/2020,"2,416","1,888",fog
Sunday,1,3/15/2020,"2,934","2,251",rain
Monday,2,3/16/2020,"2,732","2,157",rain
Tuesday,3,3/17/2020,"3,805","3,007",rain
Wednesday,4,3/18/2020,"3,748","2,976",rain
Thursday,5,3/19/2020,"3,678","2,883",rain
Friday,6,3/20/2020,"3,322","2,647",rain
Saturday,7,3/21/2020,"2,701","2,049",rain
Sunday,1,3/22/2020,"3,263","2,469",rain
Monday,2,3/23/2020,"4,105","3,166",sun
Tuesday,3,3/24/2020,"4,156","3,247",sun
Wednesday,4,3/25/2020,"4,153","3,367",rain
Thursday,5,3/26/2020,"4,256","3,394",fog
Friday,6,3/27/2020,"3,818","3,002",sun
Saturday,7,3/28/2020,"3,045","2,438",sun
Sunday,1,3/29/2020,"4,079","3,047",fog
Monday,2,3/30/2020,"4,899","3,852",rain
Tuesday,3,3/31/2020,"4,943","3,822",sun
Wednesday,4,4/1/2020,"4,907","3,799",sun
Thursday,5,4/2/2020,"4,933","3,838",sun
Friday,6,4/3/2020,"4,665","3,498",sun
Saturday,7,4/4/2020,"3,366","2,536",fog
Sunday,1,4/5/2020,"3,976","3,045",fog
Monday,2,4/6/2020,"4,981","3,921",fog
Tuesday,3,4/7/2020,"5,331","4,144",sun
Wednesday,4,4/8/2020,"5,331","4,203",sun
Thursday,5,4/9/2020,"5,063","3,982",sun
Friday,6,4/10/2020,"4,252","3,354",sun
Saturday,7,4/11/2020,"3,656","2,712",sun
Sunday,1,4/12/2020,"4,152","3,125",rain
Monday,2,4/13/2020,"5,089","3,922",fog
Tuesday,3,4/14/2020,"5,491","4,314",sun
Wednesday,4,4/15/2020,"5,665","4,424",sun
Thursday,5,4/16/2020,"5,423","4,203",fog
Friday,6,4/17/2020,"4,688","3,682",rain
Saturday,7,4/18/2020,"4,055","3,007",sun
Sunday,1,4/19/2020,"4,830","3,671",sun
Monday,2,4/20/2020,"5,908","4,517",sun
Tuesday,3,4/21/2020,"5,633","4,377",sun
Wednesday,4,4/22/2020,"5,786","4,520",fog
Thursday,5,4/23/2020,"5,967","4,758",fog
Friday,6,4/24/2020,"4,937","3,879",fog
Saturday,7,4/25/2020,"4,327","3,284",sun
Sunday,1,4/26/2020,"5,086","3,964",sun
Monday,2,4/27/2020,"6,038","4,771",sun
Tuesday,3,4/28/2020,"6,324","4,920",rain
Wednesday,4,4/29/2020,"6,062","4,735",rain
Thursday,5,4/30/2020,"5,520","4,375",rain
Friday,6,5/1/2020,"4,670","3,621",rain
Saturday,7,5/2/2020,"4,171","3,145",rain
Sunday,1,5/3/2020,"4,716","3,648",rain
Monday,2,5/4/2020,"5,939","4,567",rain
Tuesday,3,5/5/2020,"6,361","4,900",fog
Wednesday,4,5/6/2020,"6,659","5,322",sun
Thursday,5,5/7/2020,"6,264","4,857",fog
Friday,6,5/8/2020,"5,359","4,202",rain
Saturday,7,5/9/2020,"4,593","3,452",rain
Sunday,1,5/10/2020,"5,092","3,917",sun
Monday,2,5/11/2020,"6,563","5,112",sun
Tuesday,3,5/12/2020,"6,124","4,775",sun
Wednesday,4,5/13/2020,"5,817","4,596",sun
Thursday,5,5/14/2020,"6,057","4,583",fog
Friday,6,5/15/2020,"4,958","3,829",rain
Saturday,7,5/16/2020,"3,651","2,827",rain
Sunday,1,5/17/2020,"4,248","3,291",rain
Monday,2,5/18/2020,"5,624","4,231",rain
Tuesday,3,5/19/2020,"5,595","4,300",rain
Wednesday,4,5/20/2020,"5,213","4,106",rain
Thursday,5,5/21/2020,"5,156","3,990",rain
Friday,6,5/22/2020,"4,350","3,343",rain
Saturday,7,5/23/2020,"3,446","2,696",rain
Sunday,1,5/24/2020,"3,945","2,969",rain
Monday,2,5/25/2020,"4,639","3,610",rain
Tuesday,3,5/26/2020,"5,224","4,069",rain
Wednesday,4,5/27/2020,"5,242","4,105",fog
Thursday,5,5/28/2020,"4,939","3,966",sun
Friday,6,5/29/2020,"4,387","3,486",fog
Saturday,7,5/30/2020,"3,327","2,583",rain
Sunday,1,5/31/2020,"3,692","2,919",rain
Monday,2,6/1/2020,"4,734","3,707",rain
Tuesday,3,6/2/2020,"4,727","3,690",rain
Wednesday,4,6/3/2020,"4,994","3,869",rain
Thursday,5,6/4/2020,"4,767","3,733",rain
Friday,6,6/5/2020,"4,124","3,247",rain
Saturday,7,6/6/2020,"3,230","2,425",rain
Sunday,1,6/7/2020,"3,906","3,049",fog
Monday,2,6/8/2020,"4,895","3,787",sun
Tuesday,3,6/9/2020,"4,871","3,644",fog
Wednesday,4,6/10/2020,"4,989","3,857",rain
Thursday,5,6/11/2020,"4,633","3,560",rain
Friday,6,6/12/2020,"4,475","3,292",sun
Saturday,7,6/13/2020,"2,967","2,304",rain
Sunday,1,6/14/2020,"3,507","2,684",rain
Monday,2,6/15/2020,"4,337","3,348",rain
Tuesday,3,6/16/2020,"4,470","3,461",rain
Wednesday,4,6/17/2020,"4,439","3,450",rain
Thursday,5,6/18/2020,"4,895","3,677",rain
Friday,6,6/19/2020,"3,924","2,911",rain
Saturday,7,6/20/2020,"2,827","2,190",fog
Sunday,1,6/21/2020,"3,481","2,668",sun
Monday,2,6/22/2020,"4,627","3,493",fog
Tuesday,3,6/23/2020,"4,561","3,493",rain
Wednesday,4,6/24/2020,"4,626","3,521",rain
Thursday,5,6/25/2020,"4,137","3,215",sun
Friday,6,6/26/2020,"3,555","2,675",sun
Saturday,7,6/27/2020,"2,671","1,999",sun
Sunday,1,6/28/2020,"3,486","2,635",sun
Monday,2,6/29/2020,"4,000","3,119",fog
Tuesday,3,6/30/2020,"3,828","3,013",rain
Wednesday,4,7/1/2020,"3,935","3,049",rain
Thursday,5,7/2/2020,"3,633","2,881",rain
Friday,6,7/3/2020,"2,997","2,286",rain
Saturday,7,7/4/2020,"2,194","1,704",rain
Sunday,1,7/5/2020,"2,948","2,198",rain
Monday,2,7/6/2020,"4,049","3,215",rain
Tuesday,3,7/7/2020,"3,792","2,998",rain
Wednesday,4,7/8/2020,"4,029","3,096",rain
Thursday,5,7/9/2020,"3,945","3,039",rain
Friday,6,7/10/2020,"3,523","2,620",rain
Saturday,7,7/11/2020,"2,646","1,981",rain
Sunday,1,7/12/2020,"3,454","2,611",fog
Monday,2,7/13/2020,"3,703","2,916",sun
Tuesday,3,7/14/2020,"3,680","2,853",fog
Wednesday,4,7/15/2020,"3,479","2,627",rain
Thursday,5,7/16/2020,"3,756","2,916",rain
Friday,6,7/17/2020,"3,289","2,557",rain
Saturday,7,7/18/2020,"2,416","1,892",rain
Sunday,1,7/19/2020,"2,793","2,197",rain
Monday,2,7/20/2020,"3,749","2,881",rain
Tuesday,3,7/21/2020,"3,786","2,889",rain
Wednesday,4,7/22/2020,"4,002","3,039",rain
Thursday,5,7/23/2020,"3,823","3,033",fog
Friday,6,7/24/2020,"3,430","2,623",sun
Saturday,7,7/25/2020,"2,400","1,767",fog
Sunday,1,7/26/2020,"2,835","2,207",rain
Monday,2,7/27/2020,"4,001","3,031",rain
Tuesday,3,7/28/2020,"3,795","2,969",sun
Wednesday,4,7/29/2020,"3,903","3,010",sun
Thursday,5,7/30/2020,"3,397","2,687",sun
Friday,6,7/31/2020,"3,005","2,317",sun
Saturday,7,8/1/2020,"2,305","1,750",fog
Sunday,1,8/2/2020,"2,696","1,993",rain
Monday,2,8/3/2020,"3,866","2,814",rain
Tuesday,3,8/4/2020,"3,826","2,845",rain
Wednesday,4,8/5/2020,"3,673","2,774",rain
Thursday,5,8/6/2020,"3,660","2,625",rain
Friday,6,8/7/2020,"3,136","2,364",rain
Saturday,7,8/8/2020,"2,223","1,628",rain
Sunday,1,8/9/2020,"2,623","1,941",rain
Monday,2,8/10/2020,"3,638","2,745",rain
Tuesday,3,8/11/2020,"3,740","2,742",rain
Wednesday,4,8/12/2020,"3,767","2,904",rain
Thursday,5,8/13/2020,"3,621","2,780",rain
Friday,6,8/14/2020,"2,971","2,308",fog
Saturday,7,8/15/2020,"2,221","1,696",sun
Sunday,1,8/16/2020,"2,724","2,037",fog
Monday,2,8/17/2020,"3,456","2,638",rain
Tuesday,3,8/18/2020,"3,581","2,683",rain
Wednesday,4,8/19/2020,"2,064","1,564",rain